pop	chromosome	window_pos_1	window_pos_2	avg_pi	no_sites	count_diffs	count_comparisons	count_missing
PflaHELAf	OZ251424.1	26130001	26160000	0.0065247416297566	20997	137	20997	0
PflaKGBDf	OZ251424.1	26130001	26160000	0.0049530885364575	20997	104	20997	0
PflaHELEm	OZ251424.1	26130001	26160000	0.0070010001428775	20997	147	20997	0
PflaKGBHm	OZ251424.1	26130001	26160000	0.0048102109825213	20997	101	20997	0
PflaHELEm	OZ251424.1	26160001	26190000	0.0090930506478209	21225	193	21225	0
PflaKGBHm	OZ251424.1	26160001	26190000	0.0056065959952885	21225	119	21225	0
PflaHELAf	OZ251424.1	26160001	26190000	0.0057950530035335	21225	123	21225	0
PflaKGBDf	OZ251424.1	26160001	26190000	0.0068318884281944	21224	145	21224	1
PflaKGBDf	OZ251424.1	26190001	26220000	0.0058775352892999	20757	122	20757	0
PflaHELEm	OZ251424.1	26190001	26220000	0.0075637134460663	20757	157	20757	0
PflaKGBHm	OZ251424.1	26190001	26220000	0.0057330057330057	20757	119	20757	0
PflaHELAf	OZ251424.1	26190001	26220000	0.0058775352892999	20757	122	20757	0
PflaHELAf	OZ251424.1	26220001	26250000	0.0040164074517176	23404	94	23404	0
PflaKGBDf	OZ251424.1	26220001	26250000	0.0045291403178943	23404	106	23404	0
PflaHELEm	OZ251424.1	26220001	26250000	0.002905486241668	23404	68	23404	0
PflaKGBHm	OZ251424.1	26220001	26250000	0.0019654759870107	23404	46	23404	0
PflaHELEm	OZ251424.1	26250001	26280000	0.0045187528242205	22130	100	22130	0
PflaKGBHm	OZ251424.1	26250001	26280000	0.0023497514685946	22130	52	22130	0
PflaHELAf	OZ251424.1	26250001	26280000	0.0051965657478535	22130	115	22130	0
PflaKGBDf	OZ251424.1	26250001	26280000	0.0051965657478535	22130	115	22130	0
PflaHELAf	OZ251424.1	26280001	26310000	0.0045429765582409	22012	100	22012	0
PflaKGBDf	OZ251424.1	26280001	26310000	0.0074050517899327	22012	163	22012	0
PflaHELEm	OZ251424.1	26280001	26310000	0.0044975467926585	22012	99	22012	0
PflaKGBHm	OZ251424.1	26280001	26310000	0.0028620752316918	22012	63	22012	0
PflaKGBHm	OZ251424.1	26310001	26340000	0.0080596191001932	18115	146	18115	0
PflaKGBDf	OZ251424.1	26310001	26340000	0.0083908363234888	18115	152	18115	0
PflaHELAf	OZ251424.1	26310001	26340000	0.0081700248412917	18115	148	18115	0
PflaHELEm	OZ251424.1	26310001	26340000	0.0104333425338117	18115	189	18115	0
PflaHELEm	OZ251424.1	26340001	26370000	0.0067861308450853	18862	128	18862	0
PflaKGBHm	OZ251424.1	26340001	26370000	0.0060969144311313	18862	115	18862	0
PflaKGBDf	OZ251424.1	26340001	26370000	0.006394543323031	18766	120	18766	96
PflaHELAf	OZ251424.1	26340001	26370000	0.0060969144311313	18862	115	18862	0
PflaHELEm	OZ251424.1	26370001	26400000	0.007565130260521	19960	151	19960	0
PflaKGBDf	OZ251424.1	26370001	26400000	0.0074649298597194	19960	149	19960	0
PflaHELAf	OZ251424.1	26370001	26400000	0.0066132264529058	19960	132	19960	0
PflaKGBHm	OZ251424.1	26370001	26400000	0.0066633266533066	19960	133	19960	0
PflaKGBDf	OZ251424.1	26400001	26430000	0.0058673330798065	18407	108	18407	0
PflaKGBHm	OZ251424.1	26400001	26430000	0.0080404194056608	18407	148	18407	0
PflaHELEm	OZ251424.1	26400001	26430000	0.0081490737219536	18407	150	18407	0
PflaHELAf	OZ251424.1	26400001	26430000	0.0055956972890748	18407	103	18407	0
PflaKGBHm	OZ251424.1	26430001	26460000	0.0063294244639615	20381	129	20381	0
PflaHELEm	OZ251424.1	26430001	26460000	0.0114004914004914	20350	232	20350	31
PflaHELAf	OZ251424.1	26430001	26460000	0.0084882979245375	20381	173	20381	0
PflaKGBDf	OZ251424.1	26430001	26460000	0.0074579265001717	20381	152	20381	0
PflaKGBHm	OZ251424.1	26460001	26490000	0.0044301863733577	19638	87	19638	0
PflaHELAf	OZ251424.1	26460001	26490000	0.0075873306854058	19638	149	19638	0
PflaKGBDf	OZ251424.1	26460001	26490000	0.0073327222731439	19638	144	19638	0
PflaHELEm	OZ251424.1	26460001	26490000	0.0104930725346373	19632	206	19632	6
PflaKGBHm	OZ251424.1	26490001	26520000	0.0065436538348169	16963	111	16963	0
PflaHELEm	OZ251424.1	26490001	26520000	0.0101397158521487	16963	172	16963	0
PflaKGBDf	OZ251424.1	26490001	26520000	0.0047161469079761	16963	80	16963	0
PflaHELAf	OZ251424.1	26490001	26520000	0.0046571950716264	16963	79	16963	0
PflaKGBHm	OZ251424.1	26520001	26550000	0.0048935875536678	21661	106	21661	0
PflaHELEm	OZ251424.1	26520001	26550000	0.0085406952587599	21661	185	21661	0
PflaKGBDf	OZ251424.1	26520001	26550000	0.0046644806724241	21653	101	21653	8
PflaHELAf	OZ251424.1	26520001	26550000	0.0056322422787498	21661	122	21661	0
PflaKGBHm	OZ251424.1	26550001	26580000	0.0050178202963796	21324	107	21324	0
PflaHELEm	OZ251424.1	26550001	26580000	0.009379103357719	21324	200	21324	0
PflaKGBDf	OZ251424.1	26550001	26580000	0.0025792534233727	21324	55	21324	0
PflaHELAf	OZ251424.1	26550001	26580000	0.0063308947664603	21324	135	21324	0
PflaHELAf	OZ251424.1	26580001	26610000	0.0076883939171236	17689	136	17689	0
PflaKGBHm	OZ251424.1	26580001	26610000	0.0078186968838526	17650	138	17650	39
PflaHELEm	OZ251424.1	26580001	26610000	0.0120413816496127	17689	213	17689	0
PflaKGBDf	OZ251424.1	26580001	26610000	0.0055401662049861	17689	98	17689	0
PflaKGBHm	OZ251424.1	26610001	26640000	0.0066098188606892	19819	131	19819	0
PflaHELEm	OZ251424.1	26610001	26640000	0.0092840203844795	19819	184	19819	0
PflaKGBDf	OZ251424.1	26610001	26640000	0.0057520561077753	19819	114	19819	0
PflaHELAf	OZ251424.1	26610001	26640000	0.0068223165554881	19788	135	19788	31
PflaKGBHm	OZ251424.1	26640001	26670000	0.0074451410658307	20416	152	20416	0
PflaHELEm	OZ251424.1	26640001	26670000	0.0083268025078369	20416	170	20416	0
PflaKGBDf	OZ251424.1	26640001	26670000	0.0059281759835382	20411	121	20411	5
PflaHELAf	OZ251424.1	26640001	26670000	0.0084247648902821	20416	172	20416	0
PflaKGBHm	OZ251424.1	26670001	26700000	0.0065264684554024	22064	144	22064	0
PflaKGBDf	OZ251424.1	26670001	26700000	0.0064811457577955	22064	143	22064	0
PflaHELAf	OZ251424.1	26670001	26700000	0.0012690355329949	22064	28	22064	0
PflaHELEm	OZ251424.1	26670001	26700000	0.0099256707759245	22064	219	22064	0
PflaHELEm	OZ251424.1	26700001	26730000	0.0100220401713311	24047	241	24047	1
PflaKGBDf	OZ251424.1	26700001	26730000	0.0068196939454424	24048	164	24048	0
PflaKGBHm	OZ251424.1	26700001	26730000	0.008025615435795	24048	193	24048	0
PflaHELAf	OZ251424.1	26700001	26730000	0.0022870924817032	24048	55	24048	0
PflaHELAf	OZ251424.1	26730001	26760000	0.0069627239534686	23554	164	23554	0
PflaKGBDf	OZ251424.1	26730001	26760000	0.0059437887407658	23554	140	23554	0
PflaHELEm	OZ251424.1	26730001	26760000	0.0085760380402479	23554	202	23554	0
PflaKGBHm	OZ251424.1	26730001	26760000	0.0045852084571622	23554	108	23554	0
PflaHELAf	OZ251424.1	26760001	26790000	0.0078149562092971	22265	174	22265	0
PflaKGBDf	OZ251424.1	26760001	26790000	0.0016618010330114	22265	37	22265	0
PflaHELEm	OZ251424.1	26760001	26790000	0.0100606332809342	22265	224	22265	0
PflaKGBHm	OZ251424.1	26760001	26790000	0.0091623624522793	22265	204	22265	0
PflaKGBDf	OZ251424.1	26790001	26820000	0.0014666243856032	25228	37	25228	0
PflaHELEm	OZ251424.1	26790001	26820000	0.0068178214682099	25228	172	25228	0
PflaKGBHm	OZ251424.1	26790001	26820000	0.0055097510702394	25228	139	25228	0
PflaHELAf	OZ251424.1	26790001	26820000	0.0017044553670524	25228	43	25228	0
PflaHELAf	OZ251424.1	26820001	26850000	0.0044372730939895	24790	110	24790	0
PflaKGBDf	OZ251424.1	26820001	26850000	0.0065752319483662	24790	163	24790	0
PflaHELEm	OZ251424.1	26820001	26850000	0.0091165792658329	24790	226	24790	0
PflaKGBHm	OZ251424.1	26820001	26850000	0.00843081887858	24790	209	24790	0
PflaHELAf	OZ251424.1	26850001	26880000	0.0013143652389052	25868	34	25868	0
PflaKGBDf	OZ251424.1	26850001	26880000	0.0061079325807948	25868	158	25868	0
PflaHELEm	OZ251424.1	26850001	26880000	0.0083500850471625	25868	216	25868	0
PflaKGBHm	OZ251424.1	26850001	26880000	0.0081567960414411	25868	211	25868	0
PflaKGBHm	OZ251424.1	26880001	26910000	0.0047848678554072	26751	128	26751	0
PflaHELEm	OZ251424.1	26880001	26910000	0.0067287204216664	26751	180	26751	0
PflaKGBDf	OZ251424.1	26880001	26910000	0.0052334492168517	26751	140	26751	0
PflaHELAf	OZ251424.1	26880001	26910000	0.0043738317757009	26750	117	26750	1
PflaKGBHm	OZ251424.1	26910001	26940000	0.0046728971962616	22042	103	22042	0
PflaHELEm	OZ251424.1	26910001	26940000	0.0093457943925233	22042	206	22042	0
PflaKGBDf	OZ251424.1	26910001	26940000	0.006306142818256	22042	139	22042	0
PflaHELAf	OZ251424.1	26910001	26940000	0.0066690862898103	22042	147	22042	0
PflaHELEm	OZ251424.1	26940001	26970000	0.0103907119758256	18863	196	18863	0
PflaKGBDf	OZ251424.1	26940001	26970000	0.0057785081906377	18863	109	18863	0
PflaHELAf	OZ251424.1	26940001	26970000	0.0068917987594762	18863	130	18863	0
PflaKGBHm	OZ251424.1	26940001	26970000	0.0028830752802989	18730	54	18730	133
PflaHELAf	OZ251424.1	26970001	27000000	0.0066032072721035	23322	154	23322	0
PflaKGBDf	OZ251424.1	26970001	27000000	0.0044606476517263	23315	104	23315	7
PflaKGBHm	OZ251424.1	26970001	27000000	0.0056598919475173	23322	132	23322	0
PflaHELEm	OZ251424.1	26970001	27000000	0.0076751565045879	23322	179	23322	0
PflaHELEm	OZ251424.1	27000001	27030000	0.0084199707475194	25297	213	25297	0
PflaKGBHm	OZ251424.1	27000001	27030000	0.0064434517927026	25297	163	25297	0
PflaHELAf	OZ251424.1	27000001	27030000	0.0059295568644503	25297	150	25297	0
PflaKGBDf	OZ251424.1	27000001	27030000	0.0043878720796932	25297	111	25297	0
PflaHELAf	OZ251424.1	27030001	27060000	0.0046723226361736	24399	114	24399	0
PflaKGBDf	OZ251424.1	27030001	27060000	0.0064346899463092	24399	157	24399	0
PflaHELEm	OZ251424.1	27030001	27060000	0.0082790278290093	24399	202	24399	0
PflaKGBHm	OZ251424.1	27030001	27060000	0.0052461166441247	24399	128	24399	0
PflaHELAf	OZ251424.1	27060001	27090000	0.0062946495478842	20017	126	20017	0
PflaKGBDf	OZ251424.1	27060001	27090000	0.005944946795224	20017	119	20017	0
PflaHELEm	OZ251424.1	27060001	27090000	0.0114402757655992	20017	229	20017	0
PflaKGBHm	OZ251424.1	27060001	27090000	0.0066443523005445	20017	133	20017	0
PflaHELAf	OZ251424.1	27090001	27120000	0.0052745544389539	18011	95	18011	1
PflaKGBHm	OZ251424.1	27090001	27120000	0.0052187430601821	18012	94	18012	0
PflaHELEm	OZ251424.1	27090001	27120000	0.0086608927381745	18012	156	18012	0
PflaKGBDf	OZ251424.1	27090001	27120000	0.0039418165667332	18012	71	18012	0
PflaHELAf	OZ251424.1	27120001	27150000	0.0058697133273937	19081	112	19081	0
PflaKGBDf	OZ251424.1	27120001	27150000	0.0063413867197735	19081	121	19081	0
PflaHELEm	OZ251424.1	27120001	27150000	0.0058173051726848	19081	111	19081	0
PflaKGBHm	OZ251424.1	27120001	27150000	0.0059745296368114	19081	114	19081	0
PflaKGBHm	OZ251424.1	27150001	27180000	0.0054582670002274	17588	96	17588	32
PflaHELEm	OZ251424.1	27150001	27180000	0.0081157775255391	17620	143	17620	0
PflaHELAf	OZ251424.1	27150001	27180000	0.0062026973197518	17573	109	17573	47
PflaKGBDf	OZ251424.1	27150001	27180000	0.0074914869466515	17620	132	17620	0
PflaHELAf	OZ251424.1	27180001	27210000	0.0071744471744471	20350	146	20350	0
PflaKGBDf	OZ251424.1	27180001	27210000	0.0074692874692874	20350	152	20350	0
PflaHELEm	OZ251424.1	27180001	27210000	0.0073218673218673	20350	149	20350	0
PflaKGBHm	OZ251424.1	27180001	27210000	0.0031449631449631	20350	64	20350	0
PflaHELAf	OZ251424.1	27210001	27240000	0.0079173451625582	17809	141	17809	0
PflaKGBDf	OZ251424.1	27210001	27240000	0.0049446535933022	17797	88	17797	12
PflaHELEm	OZ251424.1	27210001	27240000	0.0094334325341119	17809	168	17809	0
PflaKGBHm	OZ251424.1	27210001	27240000	0.0027514178224493	17809	49	17809	0
PflaKGBHm	OZ251424.1	27240001	27270000	0.0051190036413531	18949	97	18949	49
PflaHELEm	OZ251424.1	27240001	27270000	0.0089483103484577	18998	170	18998	0
PflaHELAf	OZ251424.1	27240001	27270000	0.0056851081749749	18997	108	18997	1
PflaKGBDf	OZ251424.1	27240001	27270000	0.0071586482787661	18998	136	18998	0
PflaHELAf	OZ251424.1	27270001	27300000	0.0032460179663319	13247	43	13247	0
PflaKGBDf	OZ251424.1	27270001	27300000	0.0058881256133464	13247	78	13247	0
PflaHELEm	OZ251424.1	27270001	27300000	0.0072469238318109	13247	96	13247	0
PflaKGBHm	OZ251424.1	27270001	27300000	0.0064199395770392	13240	85	13240	7
PflaKGBHm	OZ251424.1	27300001	27330000	0.0058812278856268	20914	123	20914	0
PflaHELEm	OZ251424.1	27300001	27330000	0.0105670842497848	20914	221	20914	0
PflaHELAf	OZ251424.1	27300001	27330000	0.0070765994070957	20914	148	20914	0
PflaKGBDf	OZ251424.1	27300001	27330000	0.0084154155111408	20914	176	20914	0
PflaHELAf	OZ251424.1	27330001	27360000	0.0077232004942848	22659	175	22659	0
PflaKGBDf	OZ251424.1	27330001	27360000	0.0083425292429927	22655	189	22655	4
PflaHELEm	OZ251424.1	27330001	27360000	0.0100180943554437	22659	227	22659	0
PflaKGBHm	OZ251424.1	27330001	27360000	0.0045905981019642	22655	104	22655	4
PflaHELAf	OZ251424.1	27360001	27390000	0.0064046940209082	24201	155	24201	0
PflaKGBDf	OZ251424.1	27360001	27390000	0.0057435643155241	24201	139	24201	0
PflaKGBHm	OZ251424.1	27360001	27390000	0.0065699764472542	24201	159	24201	0
PflaHELEm	OZ251424.1	27360001	27390000	0.0083054419238874	24201	201	24201	0
PflaHELAf	OZ251424.1	27390001	27420000	0.0049158118831043	25835	127	25835	0
PflaKGBDf	OZ251424.1	27390001	27420000	0.004567447261467	25835	118	25835	0
PflaHELEm	OZ251424.1	27390001	27420000	0.0072385228768289	25834	187	25834	1
PflaKGBHm	OZ251424.1	27390001	27420000	0.0023998451712792	25835	62	25835	0
PflaKGBHm	OZ251424.1	27420001	27450000	0.0034013605442176	19404	66	19404	0
PflaHELEm	OZ251424.1	27420001	27450000	0.0074211502782931	19404	144	19404	0
PflaHELAf	OZ251424.1	27420001	27450000	0.0049989692846835	19404	97	19404	0
PflaKGBDf	OZ251424.1	27420001	27450000	0.0044836116264687	19404	87	19404	0
PflaHELAf	OZ251424.1	27450001	27480000	0.0075984803039392	20004	152	20004	0
PflaKGBDf	OZ251424.1	27450001	27480000	0.0065986802639472	20004	132	20004	0
PflaHELEm	OZ251424.1	27450001	27480000	0.0112977404519096	20004	226	20004	0
PflaKGBHm	OZ251424.1	27450001	27480000	0.0061487702459508	20004	123	20004	0
PflaKGBHm	OZ251424.1	27480001	27510000	0.0083813794576126	18732	157	18732	25
PflaKGBDf	OZ251424.1	27480001	27510000	0.0076771338700218	18757	144	18757	0
PflaHELEm	OZ251424.1	27480001	27510000	0.0091699099003038	18757	172	18757	0
PflaHELAf	OZ251424.1	27480001	27510000	0.0058644772618222	18757	110	18757	0
PflaKGBDf	OZ251424.1	27510001	27540000	0.0089774577023627	20273	182	20273	0
PflaHELEm	OZ251424.1	27510001	27540000	0.0114931189266512	20273	233	20273	0
PflaKGBHm	OZ251424.1	27510001	27540000	0.0077442904355546	20273	157	20273	0
PflaHELAf	OZ251424.1	27510001	27540000	0.0052291450841103	20271	106	20271	2
PflaHELAf	OZ251424.1	27540001	27570000	0.0062491630585189	22403	140	22403	0
PflaKGBDf	OZ251424.1	27540001	27570000	0.007320448154265	22403	164	22403	0
PflaHELEm	OZ251424.1	27540001	27570000	0.0088381020399053	22403	198	22403	0
PflaKGBHm	OZ251424.1	27540001	27570000	0.0083187977995438	22359	186	22359	44
PflaHELEm	OZ251424.1	27570001	27600000	0.0073798690489401	18022	133	18022	0
PflaKGBHm	OZ251424.1	27570001	27600000	0.0063256020419487	18022	114	18022	0
PflaHELAf	OZ251424.1	27570001	27600000	0.0048274331372766	18022	87	18022	0
PflaKGBDf	OZ251424.1	27570001	27600000	0.0071579181000998	18022	129	18022	0
PflaHELEm	OZ251424.1	27600001	27630000	0.0087889510329871	17522	154	17522	13
PflaHELAf	OZ251424.1	27600001	27630000	0.005189620758483	17535	91	17535	0
PflaKGBDf	OZ251424.1	27600001	27630000	0.0044490075290896	17532	78	17532	3
PflaKGBHm	OZ251424.1	27600001	27630000	0.0058739663530082	17535	103	17535	0
PflaKGBHm	OZ251424.1	27630001	27660000	0.005567778725697	22271	124	22271	0
PflaHELEm	OZ251424.1	27630001	27660000	0.0076332450271653	22271	170	22271	0
PflaKGBDf	OZ251424.1	27630001	27660000	0.0061514974630685	22271	137	22271	0
PflaHELAf	OZ251424.1	27630001	27660000	0.0060167931390597	22271	134	22271	0
PflaKGBHm	OZ251424.1	27660001	27690000	0.0048873885221947	19847	97	19847	0
PflaHELEm	OZ251424.1	27660001	27690000	0.0070035773668564	19847	139	19847	0
PflaKGBDf	OZ251424.1	27660001	27690000	0.0014107925631077	19847	28	19847	0
PflaHELAf	OZ251424.1	27660001	27690000	0.003476595959087	19847	69	19847	0
PflaHELAf	OZ251424.1	27690001	27720000	0.0043478260869565	16330	71	16330	4
PflaHELEm	OZ251424.1	27690001	27720000	0.0069793069670625	16334	114	16334	0
PflaKGBDf	OZ251424.1	27690001	27720000	0.0030610995469572	16334	50	16334	0
PflaKGBHm	OZ251424.1	27690001	27720000	0.0038569854291661	16334	63	16334	0
PflaKGBDf	OZ251424.1	27720001	27750000	0.0049515271552173	19186	95	19186	0
PflaKGBHm	OZ251424.1	27720001	27750000	0.0068800166788283	19186	132	19186	0
PflaHELEm	OZ251424.1	27720001	27750000	0.0071406233712081	19186	137	19186	0
PflaHELAf	OZ251424.1	27720001	27750000	0.0059561795362688	18804	112	18804	382
PflaKGBHm	OZ251424.1	27750001	27780000	0.0047214955656224	15673	74	15673	9
PflaHELEm	OZ251424.1	27750001	27780000	0.0098201759979594	15682	154	15682	0
PflaKGBDf	OZ251424.1	27750001	27780000	0.0063129702844025	15682	99	15682	0
PflaHELAf	OZ251424.1	27750001	27780000	0.0059303660247417	15682	93	15682	0
PflaKGBHm	OZ251424.1	27780001	27810000	0.0050427786276842	17649	89	17649	0
PflaHELEm	OZ251424.1	27780001	27810000	0.0087257068389143	17649	154	17649	0
PflaKGBDf	OZ251424.1	27780001	27810000	0.0062893081761006	17649	111	17649	0
PflaHELAf	OZ251424.1	27780001	27810000	0.0062893081761006	17649	111	17649	0
PflaHELAf	OZ251424.1	27810001	27840000	0.0032121212121212	16500	53	16500	232
PflaKGBDf	OZ251424.1	27810001	27840000	0.0049605546258666	16732	83	16732	0
PflaHELEm	OZ251424.1	27810001	27840000	0.0099808749701171	16732	167	16732	0
PflaKGBHm	OZ251424.1	27810001	27840000	0.0037652402581879	16732	63	16732	0
PflaHELAf	OZ251424.1	27840001	27870000	0.004178106720783	16754	70	16754	0
PflaKGBDf	OZ251424.1	27840001	27870000	0.0026263952724885	16753	44	16753	1
PflaHELEm	OZ251424.1	27840001	27870000	0.0084159006804345	16754	141	16754	0
PflaKGBHm	OZ251424.1	27840001	27870000	0.0042377939596514	16754	71	16754	0
PflaHELAf	OZ251424.1	27870001	27900000	0.0050692248991605	18346	93	18346	0
PflaKGBDf	OZ251424.1	27870001	27900000	0.0054507794614629	18346	100	18346	0
PflaHELEm	OZ251424.1	27870001	27900000	0.008394200370653	18346	154	18346	0
PflaKGBHm	OZ251424.1	27870001	27900000	0.0043065852594853	18344	79	18344	2
PflaHELEm	OZ251424.1	27900001	27930000	0.009769792251544	17810	174	17810	0
PflaKGBHm	OZ251424.1	27900001	27930000	0.0075800112296462	17810	135	17810	0
PflaHELAf	OZ251424.1	27900001	27930000	0.0093206064008983	17810	166	17810	0
PflaKGBDf	OZ251424.1	27900001	27930000	0.0062886019090398	17810	112	17810	0
PflaKGBHm	OZ251424.1	27930001	27960000	0.004987684729064	16240	81	16240	0
PflaHELEm	OZ251424.1	27930001	27960000	0.0064655172413793	16240	105	16240	0
PflaKGBDf	OZ251424.1	27930001	27960000	0.0031403940886699	16240	51	16240	0
PflaHELAf	OZ251424.1	27930001	27960000	0.0051724137931034	16240	84	16240	0
PflaKGBHm	OZ251424.1	27960001	27990000	0.0058234189104571	15970	93	15970	0
PflaHELEm	OZ251424.1	27960001	27990000	0.0093299937382592	15970	149	15970	0
PflaKGBDf	OZ251424.1	27960001	27990000	0.0055103318722604	15970	88	15970	0
PflaHELAf	OZ251424.1	27960001	27990000	0.0073888541014402	15970	118	15970	0
PflaHELAf	OZ251424.1	27990001	28020000	0.0069604199846634	16953	118	16953	0
PflaHELEm	OZ251424.1	27990001	28020000	0.0080221789653748	16953	136	16953	0
PflaKGBHm	OZ251424.1	27990001	28020000	0.0049548752433197	16953	84	16953	0
PflaKGBDf	OZ251424.1	27990001	28020000	0.0025955639452571	16952	44	16952	1
PflaHELAf	OZ251424.1	28020001	28050000	0.0043638033991731	21770	95	21770	0
PflaKGBDf	OZ251424.1	28020001	28050000	0.0006430868167202	21770	14	21770	0
PflaHELEm	OZ251424.1	28020001	28050000	0.0073954983922829	21770	161	21770	0
PflaKGBHm	OZ251424.1	28020001	28050000	0.0021129995406522	21770	46	21770	0
PflaHELAf	OZ251424.1	28050001	28080000	0.0025780578630764	20946	54	20946	53
PflaKGBDf	OZ251424.1	28050001	28080000	0.0051907233677794	20999	109	20999	0
PflaHELEm	OZ251424.1	28050001	28080000	0.0081908662317253	20999	172	20999	0
PflaKGBHm	OZ251424.1	28050001	28080000	0.0040001904852612	20999	84	20999	0
PflaHELEm	OZ251424.1	28080001	28110000	0.0068913433399414	21186	146	21186	0
PflaHELAf	OZ251424.1	28080001	28110000	0.0025016520343623	21186	53	21186	0
PflaKGBDf	OZ251424.1	28080001	28110000	0.0026904559614839	21186	57	21186	0
PflaKGBHm	OZ251424.1	28080001	28110000	0.0029264608703861	21186	62	21186	0
PflaKGBDf	OZ251424.1	28110001	28140000	0.0005832887765517	20573	12	20573	0
PflaHELAf	OZ251424.1	28110001	28140000	0.0004860739804598	20573	10	20573	0
PflaHELEm	OZ251424.1	28110001	28140000	0.005541243377242	20573	114	20573	0
PflaKGBHm	OZ251424.1	28110001	28140000	0.0033539104651727	20573	69	20573	0
PflaHELAf	OZ251424.1	28140001	28170000	0.0054002662103061	26295	142	26295	0
PflaKGBDf	OZ251424.1	28140001	28170000	0.0035748241110477	26295	94	26295	0
PflaHELEm	OZ251424.1	28140001	28170000	0.0078341890093173	26295	206	26295	0
PflaKGBHm	OZ251424.1	28140001	28170000	0.0041452747670659	26295	109	26295	0
PflaKGBHm	OZ251424.1	28170001	28200000	0.007595152756443	23436	178	23436	0
PflaHELEm	OZ251424.1	28170001	28200000	0.0081925243215565	23436	192	23436	0
PflaKGBDf	OZ251424.1	28170001	28200000	0.006400409626216	23436	150	23436	0
PflaHELAf	OZ251424.1	28170001	28200000	0.0066564260112647	23436	156	23436	0
PflaHELEm	OZ251424.1	28200001	28230000	0.0084753612449055	21592	183	21592	0
PflaKGBHm	OZ251424.1	28200001	28230000	0.0071322712115598	21592	154	21592	0
PflaKGBDf	OZ251424.1	28200001	28230000	0.0041682104483141	21592	90	21592	0
PflaHELAf	OZ251424.1	28200001	28230000	0.0070396443127084	21592	152	21592	0
PflaKGBHm	OZ251424.1	28230001	28260000	0.0042276106710724	20579	87	20579	0
PflaHELEm	OZ251424.1	28230001	28260000	0.0053452548714709	20579	110	20579	0
PflaHELAf	OZ251424.1	28230001	28260000	0.0044219835754895	20579	91	20579	0
PflaKGBDf	OZ251424.1	28230001	28260000	0.0050536955148452	20579	104	20579	0
PflaKGBHm	OZ251424.1	28260001	28290000	0.0030440708768741	22010	67	22010	0
PflaHELEm	OZ251424.1	28260001	28290000	0.0046342571558382	22010	102	22010	0
PflaHELAf	OZ251424.1	28260001	28290000	0.0039527487505679	22010	87	22010	0
PflaKGBDf	OZ251424.1	28260001	28290000	0.000863243980009	22010	19	22010	0
PflaKGBHm	OZ251424.1	28290001	28320000	0.0060085836909871	26795	161	26795	0
PflaHELEm	OZ251424.1	28290001	28320000	0.0082104870311625	26795	220	26795	0
PflaKGBDf	OZ251424.1	28290001	28320000	0.0046650494495241	26795	125	26795	0
PflaHELAf	OZ251424.1	28290001	28320000	0.0063444672513528	26795	170	26795	0
PflaKGBHm	OZ251424.1	28320001	28350000	0.0089779631812823	11027	99	11027	0
PflaKGBDf	OZ251424.1	28320001	28350000	0.0082524712070372	11027	91	11027	0
PflaHELAf	OZ251424.1	28320001	28350000	0.0089820359281437	11022	99	11022	5
PflaHELEm	OZ251424.1	28320001	28350000	0.0094322510429892	11026	104	11026	1
PflaHELAf	OZ251424.1	28350001	28380000	0.0060385097413694	17554	106	17554	0
PflaKGBDf	OZ251424.1	28350001	28380000	0.0099692377805628	17554	175	17554	0
PflaHELEm	OZ251424.1	28350001	28380000	0.006152443887433	17554	108	17554	0
PflaKGBHm	OZ251424.1	28350001	28380000	0.0106528426569442	17554	187	17554	0
PflaKGBHm	OZ251424.1	28380001	28410000	0.0058222726599891	20267	118	20267	0
PflaHELEm	OZ251424.1	28380001	28410000	0.0081906547589677	20267	166	20267	0
PflaKGBDf	OZ251424.1	28380001	28410000	0.0044900577293136	20267	91	20267	0
PflaHELAf	OZ251424.1	28380001	28410000	0.0055262248976168	20267	112	20267	0
PflaHELAf	OZ251424.1	28410001	28440000	0.0067604704847752	18194	123	18194	25
PflaKGBHm	OZ251424.1	28410001	28440000	0.0021997360316761	18184	40	18184	35
PflaHELEm	OZ251424.1	28410001	28440000	0.009989571326637	18219	182	18219	0
PflaKGBDf	OZ251424.1	28410001	28440000	0.0058729897359899	18219	107	18219	0
PflaKGBHm	OZ251424.1	28440001	28470000	0.0034076992705393	18781	64	18781	0
PflaHELEm	OZ251424.1	28440001	28470000	0.0117139662424791	18781	220	18781	0
PflaKGBDf	OZ251424.1	28440001	28470000	0.0052712848091155	18781	99	18781	0
PflaHELAf	OZ251424.1	28440001	28470000	0.0057341907824222	18660	107	18660	121
PflaKGBDf	OZ251424.1	28470001	28500000	0.0050214861667712	20711	104	20711	0
PflaHELAf	OZ251424.1	28470001	28500000	0.0051663367292742	20711	107	20711	0
PflaHELEm	OZ251424.1	28470001	28500000	0.0060837236251267	20711	126	20711	0
PflaKGBHm	OZ251424.1	28470001	28500000	0.0036695475834097	20711	76	20711	0
PflaHELEm	OZ251424.1	28500001	28530000	0.0072184558357313	20503	148	20503	0
PflaKGBHm	OZ251424.1	28500001	28530000	0.0053162951763156	20503	109	20503	0
PflaKGBDf	OZ251424.1	28500001	28530000	0.0054626152270399	20503	112	20503	0
PflaHELAf	OZ251424.1	28500001	28530000	0.0010264933033532	20458	21	20458	45
PflaHELAf	OZ251424.1	28530001	28560000	0.0067582788916422	22195	150	22195	0
